gene	transcript	canonical	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
VKORC1L1	ENST00000360768	TRUE	47	9.65E+01	4.87E-01	5.26E-06	1093	10	3.50E+01	2.86E-01	456	44	4.55E+01	9.66E-01	2.79E-06	371	0	2.59E-07	85	6.12E+00	8.44E-01	2.52E-03	1.53E-01	0.00E+00	7.58E-01	1.24E+00	3.85E-01	6.21E-01	0.00E+00	4.89E-01		1.78E-01	1.79E+00	2.29E+00	17635	2	1	1	4.24E-06	4.24E-06	118022	1	0	118023	4.24E-06	2.12E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.31E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.31E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000196715	2	528	3	protein_coding	86297	8.51E-01	0	5.99E+00	0.00E+00	NA	7	65338254	65424550
KIAA1731	ENST00000325212	TRUE	999	1.16E+03	8.63E-01	5.48E-05	17046	206	2.63E+02	7.83E-01	4377	355	4.27E+02	8.31E-01	2.07E-05	4828	43	5.60E-06	1597	1.13E+02	2.36E-13	3.75E-13	1.00E+00	3.79E-01	7.61E-01	9.07E-01	8.18E-01	9.09E-01	2.96E-01	4.89E-01		2.75E+00	1.66E+00	6.13E+00	17646	2	1	40	7.19E-04	1.89E-04	79440	95	0	79535	5.97E-04	2.84E-02	3.82E-04	1.29E-03	2.38E-04	1.04E-03	2.61E-04	7.98E-04	1.06E-03	4.39E-04	3.60E-04	9.29E-04	2.34E-04	8.23E-04	1.76E-04	6.92E-04	8.86E-04	3.51E-04	protein_coding	ENSG00000166004	2	7803	29	protein_coding	68718	2.88E-03	3	1.62E+00	1.86E+00	NA	11	93394805	93463522
MYCBP	ENST00000397572	TRUE	32	5.06E+01	6.32E-01	2.54E-06	650	4	8.03E+00	4.98E-01	112	11	1.82E+01	6.04E-01	8.68E-07	178	0	2.55E-07	93	6.12E+00	8.45E-01	2.51E-03	1.53E-01	0.00E+00	3.80E-01	1.00E+00	4.76E-01	8.49E-01	0.00E+00	4.89E-01		1.33E+00	9.30E-01	2.29E+00	17661	2	1	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000214114	2	309	5	protein_coding	18654	7.39E-01	0	4.18E+00	0.00E+00	NA	1	39328636	39347289
SMC6	ENST00000448223	TRUE	403	5.49E+02	7.34E-01	2.77E-05	7269	78	1.53E+02	5.10E-01	2150	194	1.81E+02	1.07E+00	8.91E-06	1893	22	3.76E-06	804	6.42E+01	2.66E-06	1.05E-08	1.00E+00	3.43E-01	9.51E-01	1.21E+00	6.76E-01	7.97E-01	2.44E-01	4.89E-01		-7.38E-01	2.22E+00	4.88E+00	17664	2	1	34	1.83E-04	1.60E-05	125689	45	0	125734	1.79E-04	4.03E-03	6.16E-05	2.37E-04	9.98E-05	5.46E-05	9.26E-05	1.80E-04	1.64E-04	3.70E-04	6.15E-05	2.31E-04	9.92E-05	5.44E-05	9.24E-05	1.76E-04	1.63E-04	3.59E-04	protein_coding	ENSG00000163029	2	3273	26	protein_coding	136431	4.55E-01	11	4.93E+01	2.23E-01	NA	2	17845079	17981509
PPP1R13L	ENST00000418234	TRUE	392	4.87E+02	8.04E-01	3.24E-05	5179	94	1.06E+02	8.89E-01	1093	214	2.33E+02	9.17E-01	1.81E-05	1790	9	1.56E-06	338	3.21E+01	3.21E-02	1.40E-05	9.68E-01	2.80E-01	8.20E-01	1.03E+00	7.40E-01	8.74E-01	1.68E-01	4.89E-01		9.93E-01	1.54E+00	3.78E+00	17670	2	1	24	3.67E-04	8.84E-05	125711	29	0	125740	1.15E-04	1.67E-03	6.20E-05	1.45E-04	0.00E+00	5.45E-05	4.62E-05	5.26E-04	1.67E-04	2.35E-04	6.15E-05	8.67E-05	0.00E+00	5.44E-05	4.62E-05	1.41E-04	1.63E-04	1.96E-04	protein_coding	ENSG00000104881	2	2484	12	protein_coding	26716	2.65E-03	8	2.07E+01	3.86E-01	NA	19	45882892	45909607
PIK3R2	ENST00000222254	TRUE	295	4.31E+02	6.84E-01	2.99E-05	4547	49	1.05E+02	4.65E-01	1161	177	1.91E+02	9.26E-01	1.43E-05	1482	10	1.80E-06	378	3.47E+01	1.63E-02	7.80E-06	9.84E-01	2.88E-01	8.19E-01	1.05E+00	6.21E-01	7.53E-01	1.77E-01	4.89E-01		8.02E-01	2.33E+00	3.88E+00	17679	2	1	18	1.23E-04	3.27E-05	125712	23	0	125735	9.15E-05	1.05E-03	1.87E-04	8.72E-05	2.22E-04	2.08E-04	1.15E-04	1.24E-04	0.00E+00	5.62E-05	1.85E-04	8.67E-05	1.98E-04	1.09E-04	9.24E-05	8.79E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000105647	2	2184	15	protein_coding	17423	9.40E-01	3	2.18E+01	1.37E-01	NA	19	18263928	18281350
RNF4	ENST00000511600	TRUE	83	1.15E+02	7.19E-01	6.91E-06	1234	11	2.91E+01	3.78E-01	345	40	4.09E+01	9.79E-01	2.43E-06	363	1	4.08E-07	128	9.68E+00	8.00E-01	1.05E-03	1.99E-01	1.03E-01	7.59E-01	1.28E+00	6.01E-01	8.63E-01	3.60E-02	4.90E-01		1.05E-01	1.07E+00	2.58E+00	17685	2	1	1	4.01E-06	4.01E-06	124589	1	0	124590	4.01E-06	2.01E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.85E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.85E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000063978	2	570	7	protein_coding	163101	6.29E-01	1	7.15E+00	1.40E-01	NA	4	2463947	2627047
ESRRA	ENST00000405666	TRUE	161	2.54E+02	6.34E-01	1.62E-05	2616	26	8.91E+01	2.92E-01	978	110	1.14E+02	9.61E-01	7.09E-06	954	3	9.23E-07	183	1.58E+01	5.97E-01	3.62E-04	4.03E-01	1.89E-01	8.22E-01	1.13E+00	5.56E-01	7.22E-01	8.50E-02	4.90E-01		3.28E-01	2.08E+00	2.99E+00	17688	2	1	6	2.50E-05	4.35E-06	124766	6	0	124772	2.40E-05	7.21E-05	2.04E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.47E-06	0.00E+00	6.77E-05	1.94E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.83E-06	0.00E+00	6.54E-05	protein_coding	ENSG00000173153	2	1269	6	protein_coding	11172	5.27E-01	2	1.04E+01	1.92E-01	NA	11	64073044	64084215
SYT9	ENST00000318881	TRUE	211	2.72E+02	7.76E-01	1.55E-05	3216	77	1.19E+02	6.48E-01	1414	115	1.13E+02	1.01E+00	6.96E-06	956	5	1.28E-06	245	2.14E+01	3.09E-01	1.42E-04	6.91E-01	2.33E-01	8.71E-01	1.18E+00	6.92E-01	8.69E-01	1.21E-01	4.90E-01		-1.17E-01	1.32E+00	3.29E+00	17692	2	1	11	5.98E-05	7.96E-06	125733	15	0	125748	5.96E-05	4.47E-04	6.17E-05	8.67E-05	9.92E-05	5.44E-05	0.00E+00	5.29E-05	0.00E+00	9.80E-05	6.15E-05	8.67E-05	9.92E-05	5.44E-05	0.00E+00	5.27E-05	0.00E+00	9.80E-05	protein_coding	ENSG00000170743	2	1473	7	protein_coding	230265	3.31E-01	4	1.70E+01	2.35E-01	NA	11	7260009	7490273
ALAS1	ENST00000394965	TRUE	310	3.75E+02	8.28E-01	2.13E-05	4201	128	1.86E+02	6.87E-01	2007	151	1.38E+02	1.10E+00	7.28E-06	1281	7	1.50E-06	302	2.68E+01	1.10E-01	4.76E-05	8.90E-01	2.61E-01	9.60E-01	1.26E+00	7.53E-01	9.09E-01	1.47E-01	4.90E-01		-8.89E-01	1.19E+00	3.55E+00	17699	2	1	18	2.59E-04	1.36E-04	125684	64	0	125748	2.55E-04	8.15E-03	1.23E-04	3.76E-04	0.00E+00	5.45E-04	0.00E+00	3.00E-04	3.27E-04	1.31E-04	1.23E-04	3.76E-04	0.00E+00	5.44E-04	0.00E+00	2.90E-04	3.26E-04	1.31E-04	protein_coding	ENSG00000023330	2	1920	10	protein_coding	16242	9.08E-01	3	2.06E+01	1.45E-01	NA	3	52232102	52248343
MAPRE3	ENST00000233121	TRUE	79	1.64E+02	4.81E-01	9.16E-06	1876	10	4.58E+01	2.18E-01	568	58	6.34E+01	9.14E-01	3.80E-06	508	2	6.28E-07	152	1.28E+01	7.16E-01	5.88E-04	2.84E-01	1.56E-01	7.39E-01	1.14E+00	4.00E-01	5.80E-01	6.30E-02	4.90E-01		5.35E-01	2.36E+00	2.80E+00	17702	2	1	2	7.96E-06	3.99E-06	125727	2	0	125729	7.95E-06	7.95E-06	0.00E+00	0.00E+00	0.00E+00	5.44E-05	0.00E+00	8.79E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.44E-05	0.00E+00	8.79E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000084764	2	843	6	protein_coding	56585	8.00E-01	1	9.40E+00	1.06E-01	NA	2	27193480	27250064
E2F4	ENST00000379378	TRUE	172	2.17E+02	7.93E-01	1.14E-05	2653	25	5.32E+01	4.70E-01	692	105	8.62E+01	1.22E+00	4.81E-06	829	4	8.95E-07	221	1.87E+01	4.53E-01	2.30E-04	5.47E-01	2.14E-01	1.04E+00	1.43E+00	6.99E-01	9.00E-01	1.04E-01	4.90E-01		-1.59E+00	1.09E+00	3.15E+00	17703	2	1	6	2.41E-05	4.15E-06	125741	6	0	125747	2.39E-05	7.16E-05	0.00E+00	0.00E+00	1.99E-04	0.00E+00	4.78E-05	1.77E-05	0.00E+00	3.27E-05	0.00E+00	0.00E+00	1.98E-04	0.00E+00	4.62E-05	1.76E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000205250	2	1239	10	protein_coding	6750	3.21E-01	3	1.25E+01	2.40E-01	NA	16	67226072	67232821
PDP1	ENST00000396200	TRUE	220	2.99E+02	7.36E-01	1.59E-05	3710	63	1.22E+02	5.14E-01	1508	126	1.16E+02	1.09E+00	6.36E-06	1115	4	1.11E-06	213	1.87E+01	4.51E-01	2.33E-04	5.49E-01	2.14E-01	9.43E-01	1.27E+00	6.59E-01	8.23E-01	1.05E-01	4.90E-01		-7.67E-01	1.62E+00	3.15E+00	17711	2	1	12	5.68E-05	1.19E-05	125734	14	0	125748	5.57E-05	3.90E-04	1.23E-04	2.89E-05	0.00E+00	0.00E+00	9.39E-05	8.09E-05	0.00E+00	0.00E+00	1.23E-04	2.89E-05	0.00E+00	0.00E+00	9.24E-05	7.91E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000164951	3	1686	2	protein_coding	68260	3.40E-01	3	1.27E+01	2.35E-01	NA	8	94870035	94938294
NPTXR	ENST00000333039	TRUE	159	2.10E+02	7.55E-01	1.24E-05	3119	69	9.43E+01	7.32E-01	1264	83	9.41E+01	8.82E-01	5.75E-06	1133	2	5.53E-07	157	1.28E+01	7.16E-01	5.85E-04	2.83E-01	1.56E-01	7.38E-01	1.06E+00	6.63E-01	8.62E-01	6.30E-02	4.90E-01		9.00E-01	1.26E+00	2.80E+00	17715	2	1	8	5.28E-05	1.67E-05	125734	10	0	125744	3.98E-05	1.99E-04	6.32E-05	0.00E+00	2.98E-04	1.09E-04	0.00E+00	6.10E-05	0.00E+00	3.27E-05	6.15E-05	0.00E+00	2.98E-04	1.09E-04	0.00E+00	2.64E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000221890	2	1500	5	protein_coding	25531	NA	NA	NA	NA	NA	22	39214457	39239987
PEX5L	ENST00000467460	TRUE	193	3.41E+02	5.66E-01	1.81E-05	4078	61	1.41E+02	4.32E-01	1629	129	1.34E+02	9.60E-01	7.97E-06	1189	11	1.80E-06	443	3.72E+01	7.99E-03	4.47E-06	9.92E-01	2.96E-01	8.31E-01	1.11E+00	5.03E-01	6.38E-01	1.85E-01	4.90E-01		3.68E-01	2.85E+00	3.98E+00	17722	2	1	15	1.90E-04	9.63E-05	125703	45	0	125748	1.79E-04	4.03E-03	2.47E-04	7.18E-04	0.00E+00	0.00E+00	0.00E+00	1.63E-04	0.00E+00	6.70E-05	2.46E-04	6.07E-04	0.00E+00	0.00E+00	0.00E+00	1.58E-04	0.00E+00	6.53E-05	protein_coding	ENSG00000114757	2	1878	15	protein_coding	242096	6.64E-01	5	2.51E+01	1.99E-01	NA	3	179512746	179754841
LTBR	ENST00000228918	TRUE	166	2.58E+02	6.44E-01	1.51E-05	2777	29	8.60E+01	3.37E-01	966	105	1.14E+02	9.24E-01	7.58E-06	899	5	9.17E-07	244	2.14E+01	3.06E-01	1.46E-04	6.94E-01	2.34E-01	7.88E-01	1.09E+00	5.66E-01	7.32E-01	1.21E-01	4.91E-01		6.35E-01	2.03E+00	3.29E+00	17727	2	1	8	3.19E-05	4.00E-06	125740	8	0	125748	3.18E-05	1.27E-04	6.15E-05	5.78E-05	0.00E+00	0.00E+00	9.25E-05	1.76E-05	0.00E+00	3.27E-05	6.15E-05	5.78E-05	0.00E+00	0.00E+00	9.24E-05	1.76E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000111321	2	1305	10	protein_coding	16523	4.29E-01	3	1.37E+01	2.18E-01	NA	12	6484211	6500733
ARMC5	ENST00000268314	TRUE	476	5.93E+02	8.03E-01	3.93E-05	5660	135	2.44E+02	5.54E-01	2355	319	2.73E+02	1.17E+00	1.69E-05	2291	7	1.49E-06	268	2.68E+01	1.08E-01	4.94E-05	8.92E-01	2.62E-01	1.07E+00	1.28E+00	7.44E-01	8.66E-01	1.48E-01	4.91E-01		-2.21E+00	1.71E+00	3.54E+00	17731	2	1	14	7.15E-05	1.26E-05	124843	17	0	124860	6.81E-05	5.79E-04	2.85E-04	5.80E-05	0.00E+00	5.64E-05	4.88E-05	6.35E-05	1.65E-04	3.30E-05	2.57E-04	5.79E-05	0.00E+00	5.56E-05	4.64E-05	6.18E-05	1.65E-04	3.27E-05	protein_coding	ENSG00000140691	3	2805	6	protein_coding	9087	4.63E-02	6	1.96E+01	3.05E-01	NA	16	31469401	31478487
SPTA1	ENST00000368147	TRUE	1456	1.23E+03	1.18E+00	7.09E-05	16002	569	4.82E+02	1.18E+00	6693	540	4.61E+02	1.17E+00	2.42E-05	4375	57	8.44E-06	1685	1.45E+02	2.60E-18	9.48E-16	1.00E+00	3.94E-01	1.09E+00	1.26E+00	1.13E+00	1.23E+00	3.18E-01	4.91E-01	mis_too_many	-2.89E+00	-2.25E+00	6.75E+00	17733	2	1	81	4.38E-04	2.01E-05	124691	109	0	124800	4.37E-04	2.38E-02	3.88E-04	6.38E-04	5.96E-04	2.23E-04	1.86E-04	4.34E-04	3.31E-04	5.23E-04	3.87E-04	6.37E-04	5.96E-04	2.22E-04	1.86E-04	4.33E-04	3.30E-04	5.23E-04	protein_coding	ENSG00000163554	2	7257	52	protein_coding	75993	5.85E-05	30	1.07E+02	2.79E-01	NA	1	158580496	158656488
RIMKLB	ENST00000357529	TRUE	131	2.31E+02	5.67E-01	1.39E-05	2527	27	6.83E+01	3.96E-01	836	87	8.71E+01	9.99E-01	5.12E-06	787	3	1.01E-06	164	1.58E+01	5.93E-01	3.75E-04	4.07E-01	1.90E-01	8.39E-01	1.19E+00	4.91E-01	6.55E-01	8.60E-02	4.91E-01		4.68E-03	2.34E+00	2.98E+00	17737	2	1	7	3.61E-05	1.20E-05	124784	9	0	124793	3.61E-05	1.62E-04	6.46E-05	5.79E-05	0.00E+00	0.00E+00	9.28E-05	3.54E-05	0.00E+00	0.00E+00	6.46E-05	5.79E-05	0.00E+00	0.00E+00	9.28E-05	3.53E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000166532	3	1158	5	protein_coding	101496	9.11E-01	1	1.19E+01	8.39E-02	NA	12	8834196	8935691
CACNB4	ENST00000539935	TRUE	161	2.90E+02	5.55E-01	1.63E-05	3367	62	1.41E+02	4.39E-01	1620	95	1.06E+02	8.94E-01	6.04E-06	1008	9	1.87E-06	347	3.20E+01	3.07E-02	1.50E-05	9.69E-01	2.81E-01	7.56E-01	1.06E+00	4.87E-01	6.32E-01	1.69E-01	4.91E-01		8.63E-01	2.70E+00	3.77E+00	17739	2	1	12	5.73E-05	1.22E-05	124641	14	0	124655	5.62E-05	3.93E-04	0.00E+00	0.00E+00	0.00E+00	5.75E-05	4.64E-05	9.04E-05	0.00E+00	6.73E-05	0.00E+00	0.00E+00	0.00E+00	5.56E-05	4.64E-05	8.85E-05	0.00E+00	6.54E-05	protein_coding	ENSG00000182389	2	1560	14	protein_coding	266304	1.14E-02	8	2.46E+01	3.25E-01	NA	2	152689290	152955593
RENBP	ENST00000393700	TRUE	160	1.91E+02	8.39E-01	1.67E-05	2754	36	6.76E+01	5.33E-01	1064	87	7.68E+01	1.13E+00	6.74E-06	833	4	1.33E-06	265	1.86E+01	4.49E-01	2.36E-04	5.51E-01	2.15E-01	9.51E-01	1.35E+00	7.37E-01	9.56E-01	1.05E-01	4.91E-01		-9.10E-01	7.91E-01	3.14E+00	17740	2	1	4	2.90E-05	1.11E-05	125425	2	3	125430	1.99E-05	4.98E-05	0.00E+00	3.67E-05	0.00E+00	0.00E+00	0.00E+00	2.90E-05	2.24E-04	5.54E-05	0.00E+00	2.89E-05	0.00E+00	0.00E+00	0.00E+00	1.77E-05	1.64E-04	3.27E-05	protein_coding	ENSG00000102032	2	1281	11	protein_coding	9517	9.63E-01	1	1.44E+01	6.96E-02	NA	X	153200716	153210232
UGGT1	ENST00000259253	TRUE	737	8.24E+02	8.94E-01	4.26E-05	10273	181	2.64E+02	6.85E-01	3211	274	3.02E+02	9.07E-01	1.67E-05	2858	33	4.44E-06	1101	8.99E+01	5.19E-10	5.16E-11	1.00E+00	3.67E-01	8.21E-01	1.00E+00	8.41E-01	9.50E-01	2.77E-01	4.91E-01		1.27E+00	1.08E+00	5.56E+00	17743	2	1	53	2.89E-04	2.39E-05	125675	72	0	125747	2.86E-04	1.03E-02	2.46E-04	3.22E-04	0.00E+00	2.78E-04	9.33E-05	3.98E-04	0.00E+00	1.67E-04	2.46E-04	3.18E-04	0.00E+00	2.72E-04	9.24E-05	3.96E-04	0.00E+00	1.63E-04	protein_coding	ENSG00000136731	2	4665	41	protein_coding	104478	2.90E-03	18	6.50E+01	2.77E-01	NA	2	128848774	128953251
NFYC	ENST00000425457	TRUE	104	2.06E+02	5.06E-01	1.16E-05	2326	51	1.07E+02	4.79E-01	1266	67	7.62E+01	8.79E-01	4.49E-06	671	7	1.37E-06	246	2.68E+01	1.08E-01	4.86E-05	8.91E-01	2.61E-01	7.21E-01	1.08E+00	4.30E-01	5.95E-01	1.48E-01	4.91E-01		8.33E-01	2.52E+00	3.54E+00	17754	2	1	8	4.62E-05	1.20E-05	125737	11	0	125748	4.37E-05	2.41E-04	1.23E-04	2.89E-05	0.00E+00	0.00E+00	1.99E-04	3.53E-05	0.00E+00	0.00E+00	1.23E-04	2.89E-05	0.00E+00	0.00E+00	1.85E-04	3.52E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000066136	2	1062	10	protein_coding	79956	6.32E-01	3	1.59E+01	1.88E-01	NA	1	41157320	41237275
ARC	ENST00000356613	TRUE	144	2.62E+02	5.49E-01	1.83E-05	2520	64	1.42E+02	4.50E-01	1427	108	1.29E+02	8.40E-01	1.01E-05	791	3	8.32E-07	145	1.58E+01	5.94E-01	3.70E-04	4.05E-01	1.90E-01	7.18E-01	9.86E-01	4.79E-01	6.30E-01	8.50E-02	4.91E-01		1.42E+00	2.60E+00	2.98E+00	17762	2	1	3	1.22E-05	4.18E-06	125535	3	0	125538	1.19E-05	1.79E-05	0.00E+00	2.89E-05	0.00E+00	5.48E-05	0.00E+00	9.31E-06	0.00E+00	0.00E+00	0.00E+00	2.89E-05	0.00E+00	5.44E-05	0.00E+00	8.81E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000198576	2	1188	1	protein_coding	4429	9.21E-01	0	7.85E+00	0.00E+00	NA	8	143692405	143696833
LRRTM1	ENST00000295057	TRUE	230	2.99E+02	7.69E-01	1.41E-05	3390	83	1.35E+02	6.15E-01	1658	149	1.42E+02	1.05E+00	7.12E-06	1090	3	6.91E-07	150	1.58E+01	5.95E-01	3.69E-04	4.05E-01	1.90E-01	9.18E-01	1.20E+00	6.89E-01	8.57E-01	8.50E-02	4.91E-01		-4.66E-01	1.42E+00	2.98E+00	17763	2	1	5	2.10E-05	5.04E-06	125743	5	0	125748	1.99E-05	4.97E-05	0.00E+00	5.79E-05	0.00E+00	5.44E-05	0.00E+00	1.96E-05	0.00E+00	0.00E+00	0.00E+00	5.78E-05	0.00E+00	5.44E-05	0.00E+00	1.76E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000162951	2	1566	1	protein_coding	16392	9.51E-01	0	9.21E+00	0.00E+00	NA	2	80515483	80531874
NPRL3	ENST00000399953	TRUE	245	3.40E+02	7.20E-01	2.16E-05	3661	65	9.40E+01	6.92E-01	1084	149	1.47E+02	1.02E+00	9.98E-06	1131	6	1.18E-06	281	2.41E+01	1.90E-01	8.49E-05	8.10E-01	2.49E-01	8.88E-01	1.16E+00	6.48E-01	8.00E-01	1.35E-01	4.91E-01		-1.52E-01	1.84E+00	3.42E+00	17765	2	1	9	1.00E+00	1.00E+00	732	7	123969	124708	9.23E-01	1.06E+05	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	8.85E-01	9.41E-01	9.28E-01	9.55E-01	9.34E-01	9.13E-01	9.17E-01	9.56E-01	protein_coding	ENSG00000103148	3	1704	14	protein_coding	54587	4.68E-01	3	1.42E+01	2.12E-01	NA	16	134273	188859
ITSN2	ENST00000355123	TRUE	788	8.81E+02	8.94E-01	4.79E-05	11073	90	1.36E+02	6.64E-01	1656	333	3.19E+02	1.04E+00	1.68E-05	3129	41	5.87E-06	1276	1.08E+02	9.75E-13	1.19E-12	1.00E+00	3.78E-01	9.53E-01	1.14E+00	8.42E-01	9.48E-01	2.94E-01	4.91E-01		-6.03E-01	1.12E+00	6.00E+00	17770	2	1	85	6.29E-04	4.38E-05	125595	152	1	125748	6.09E-04	4.66E-02	4.97E-04	8.59E-04	4.19E-04	6.52E-04	9.46E-05	6.72E-04	4.91E-04	7.41E-04	4.92E-04	8.39E-04	3.97E-04	5.98E-04	9.24E-05	6.51E-04	4.89E-04	7.19E-04	protein_coding	ENSG00000198399	2	5091	39	protein_coding	157851	2.44E-02	20	7.96E+01	2.51E-01	NA	2	24425733	24583583
NUDCD3	ENST00000355451	TRUE	172	2.06E+02	8.33E-01	1.08E-05	2363	35	5.42E+01	6.46E-01	633	84	8.13E+01	1.03E+00	4.55E-06	681	4	1.05E-06	198	1.86E+01	4.48E-01	2.38E-04	5.52E-01	2.15E-01	8.65E-01	1.24E+00	7.35E-01	9.46E-01	1.05E-01	4.91E-01		-2.35E-01	8.51E-01	3.14E+00	17771	2	1	9	3.60E-05	4.09E-06	125739	9	0	125748	3.58E-05	1.61E-04	0.00E+00	0.00E+00	9.93E-05	5.63E-05	0.00E+00	5.28E-05	0.00E+00	3.28E-05	0.00E+00	0.00E+00	9.92E-05	5.44E-05	0.00E+00	5.27E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000015676	2	1083	6	protein_coding	111760	7.07E-01	2	1.24E+01	1.61E-01	NA	7	44418720	44530479
MCM3AP	ENST00000397708	TRUE	1129	1.13E+03	9.97E-01	6.66E-05	12925	365	4.29E+02	8.52E-01	4924	505	4.72E+02	1.07E+00	3.04E-05	4028	30	4.05E-06	980	8.29E+01	5.24E-09	2.25E-10	1.00E+00	3.62E-01	9.94E-01	1.15E+00	9.48E-01	1.05E+00	2.70E-01	4.91E-01		-1.19E+00	4.07E-02	5.38E+00	17777	2	1	85	4.72E-04	2.83E-05	125632	116	0	125748	4.61E-04	2.68E-02	2.46E-04	4.03E-04	3.98E-04	2.72E-04	3.25E-04	5.94E-04	1.67E-04	5.35E-04	2.46E-04	3.76E-04	3.97E-04	2.72E-04	3.23E-04	5.80E-04	1.63E-04	5.23E-04	protein_coding	ENSG00000160294	2	5940	28	protein_coding	51165	8.37E-01	11	5.42E+01	2.03E-01	NA	21	47655047	47706211
NUDT4	ENST00000337179	TRUE	37	8.84E+01	4.18E-01	4.19E-06	1113	11	3.17E+01	3.47E-01	410	19	3.25E+01	5.84E-01	1.52E-06	321	1	4.91E-07	117	9.64E+00	7.97E-01	1.08E-03	2.02E-01	1.04E-01	4.06E-01	8.57E-01	3.21E-01	5.50E-01	3.60E-02	4.92E-01		1.87E+00	1.94E+00	2.58E+00	17782	2	1	2	8.12E-06	4.09E-06	124203	2	0	124205	8.05E-06	8.05E-06	0.00E+00	0.00E+00	0.00E+00	1.09E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.09E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000173598	2	543	5	protein_coding	25366	1.64E-01	2	5.95E+00	3.36E-01	NA	12	93771659	93797024
ARSE	ENST00000381134	TRUE	173	2.62E+02	6.60E-01	2.23E-05	3844	55	1.17E+02	4.70E-01	1690	110	1.18E+02	9.29E-01	1.17E-05	1191	3	1.22E-06	234	1.58E+01	5.90E-01	3.84E-04	4.10E-01	1.90E-01	7.95E-01	1.09E+00	5.82E-01	7.49E-01	8.60E-02	4.92E-01		6.12E-01	1.95E+00	2.98E+00	17786	2	1	5	2.74E-05	5.52E-06	125742	4	1	125747	1.99E-05	4.97E-05	7.61E-05	0.00E+00	0.00E+00	7.22E-05	0.00E+00	3.68E-05	0.00E+00	0.00E+00	6.15E-05	0.00E+00	0.00E+00	5.44E-05	0.00E+00	2.64E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000157399	2	1767	10	protein_coding	33588	1.21E-01	4	1.36E+01	2.94E-01	NA	X	2852699	2886286
